question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
24812,248,comp,Are there less forests than water areas in the image?,less-than,forest vs water,yes,no,0.6348099112510681,0.50-0.74,n/a,RSVQA Specialist v1,False,
24814,248,count,What is the amount of residential buildings?,amount-of,building,106,74,0.05969732627272606,0.00-0.49,101-200,RSVQA Specialist v1,False,
24816,248,count,What is the amount of roads?,amount-of,road,47,49,0.034947413951158524,0.00-0.49,21-50,RSVQA Specialist v1,False,
24818,248,count,What is the amount of medium water areas in the image?,amount-of,water,7,2,0.21843349933624268,0.00-0.49,6-10,RSVQA Specialist v1,False,
24819,248,comp,Are there less water areas than roads?,less-than,water vs road,no,yes,0.8178889751434326,0.75-0.89,n/a,RSVQA Specialist v1,False,
24821,248,count,What is the amount of commercial buildings?,amount-of,building,7,0,0.42803099751472473,0.00-0.49,6-10,RSVQA Specialist v1,False,
24823,248,comp,Are there more buildings than water areas?,more-than,building vs water,no,yes,0.9373033046722412,0.90-1.00,n/a,RSVQA Specialist v1,False,
24829,248,count,What is the amount of grass areas?,amount-of,grassland,139,201+,0.21356789767742157,0.00-0.49,101-200,RSVQA Specialist v1,False,
24831,248,count,What is the number of buildings?,number-of,building,115,74,0.05233433470129967,0.00-0.49,101-200,RSVQA Specialist v1,False,
24832,248,count,What is the number of farmlands?,number-of,agriculture,17,15,0.07739926874637604,0.00-0.49,11-20,RSVQA Specialist v1,False,
24833,248,presence,Is a large residential building present in the image?,present,building,no,yes,0.5096426606178284,0.50-0.74,n/a,RSVQA Specialist v1,False,
24837,248,count,What is the number of residential buildings on the left of a  forest?,number-of,building,20,50,0.040873512625694275,0.00-0.49,11-20,RSVQA Specialist v1,False,
24839,248,presence,Is there a square building?,is-there,building,yes,no,0.9047617316246033,0.90-1.00,n/a,RSVQA Specialist v1,False,
24845,248,count,What is the number of medium buildings?,number-of,building,7,2,0.2963622510433197,0.00-0.49,6-10,RSVQA Specialist v1,False,
24849,248,comp,Are there more farmlands next to a  residential building than grass areas?,more-than,agriculture vs grassland,no,yes,0.5683643221855164,0.50-0.74,n/a,RSVQA Specialist v1,False,
24857,248,presence,Is a circular residential building present?,present,building,yes,no,0.7440582513809204,0.50-0.74,n/a,RSVQA Specialist v1,False,
24867,248,comp,Are there more roads than circular grass areas?,more-than,road vs grassland,yes,no,0.6277098059654236,0.50-0.74,n/a,RSVQA Specialist v1,False,
24872,248,comp,Are there more water areas on the right of a  road than residential buildings?,more-than,water vs building,no,yes,0.5022086501121521,0.50-0.74,n/a,RSVQA Specialist v1,False,
24874,248,presence,Is a circular grass area present?,present,grassland,yes,no,0.9907853603363037,0.90-1.00,n/a,RSVQA Specialist v1,False,
24876,248,count,What is the number of medium grass areas?,number-of,grassland,14,8,0.09489767998456955,0.00-0.49,11-20,RSVQA Specialist v1,False,
24879,248,count,What is the amount of small roads?,amount-of,road,47,116,0.035399433225393295,0.00-0.49,21-50,RSVQA Specialist v1,False,
24881,248,presence,Is a circular building present?,present,building,yes,no,0.922103226184845,0.90-1.00,n/a,RSVQA Specialist v1,False,
24889,248,count,What is the number of rectangular water areas?,number-of,water,5,2,0.22842471301555634,0.00-0.49,2-5,RSVQA Specialist v1,False,
24891,248,count,What is the amount of large commercial buildings?,amount-of,building,2,0,0.9283635020256042,0.90-1.00,2-5,RSVQA Specialist v1,False,
24896,248,count,What is the number of rectangular commercial buildings?,number-of,building,4,0,0.878589391708374,0.75-0.89,2-5,RSVQA Specialist v1,False,
24898,248,count,What is the number of circular buildings?,number-of,building,2,0,0.9492332935333252,0.90-1.00,2-5,RSVQA Specialist v1,False,
24901,248,count,What is the amount of large buildings?,amount-of,building,2,0,0.5485284924507141,0.50-0.74,2-5,RSVQA Specialist v1,False,
24909,249,count,What is the amount of buildings?,amount-of,building,60,115,0.028474166989326477,0.00-0.49,51-100,RSVQA Specialist v1,False,
24912,249,count,What is the number of water areas?,number-of,water,23,14,0.0912284255027771,0.00-0.49,21-50,RSVQA Specialist v1,False,
24915,249,count,How many medium buildings are there?,how-many,building,4,8,0.08642464131116867,0.00-0.49,2-5,RSVQA Specialist v1,False,
24919,249,count,What is the amount of residential buildings?,amount-of,building,58,57,0.034537605941295624,0.00-0.49,51-100,RSVQA Specialist v1,False,
24922,249,presence,Is a square building present?,present,building,no,yes,0.9087366461753845,0.90-1.00,n/a,RSVQA Specialist v1,False,
24923,249,count,What is the amount of orchards?,amount-of,scene,10,5,0.19611725211143494,0.00-0.49,6-10,RSVQA Specialist v1,False,
24924,249,count,What is the amount of grass areas?,amount-of,grassland,47,49,0.05083119124174118,0.00-0.49,21-50,RSVQA Specialist v1,False,
24928,249,count,What is the amount of forests in the image?,amount-of,forest,101,12,0.040598951280117035,0.00-0.49,101-200,RSVQA Specialist v1,False,
24929,249,count,What is the number of roads next to a  residential building in the image?,number-of,road,37,50,0.03279295563697815,0.00-0.49,21-50,RSVQA Specialist v1,False,
24933,249,presence,Is a large parking present?,present,scene,yes,no,0.7930507063865662,0.75-0.89,n/a,RSVQA Specialist v1,False,
24939,249,count,What is the amount of square water areas?,amount-of,water,1,0,0.24558991193771362,0.00-0.49,1,RSVQA Specialist v1,False,
24945,249,count,How many farmlands are there?,how-many,agriculture,34,44,0.05064650997519493,0.00-0.49,21-50,RSVQA Specialist v1,False,
24951,249,count,What is the amount of roads on the right of a  water area?,amount-of,road,39,49,0.03428420051932335,0.00-0.49,21-50,RSVQA Specialist v1,False,
24953,249,count,How many small farmlands are there in the image?,how-many,agriculture,1,0,0.932468831539154,0.90-1.00,1,RSVQA Specialist v1,False,
24954,249,count,What is the number of small roads in the image?,number-of,road,40,142,0.07729486376047134,0.00-0.49,21-50,RSVQA Specialist v1,False,
24958,249,count,How many square buildings are there?,how-many,building,0,3,0.28677183389663696,0.00-0.49,0,RSVQA Specialist v1,False,
24962,249,count,How many circular buildings are there?,how-many,building,0,1,0.3881956934928894,0.00-0.49,0,RSVQA Specialist v1,False,
24963,249,count,What is the number of medium water areas?,number-of,water,7,2,0.14896509051322937,0.00-0.49,6-10,RSVQA Specialist v1,False,
24967,249,comp,Are there less forests than buildings?,less-than,forest vs building,no,yes,0.8386609554290771,0.75-0.89,n/a,RSVQA Specialist v1,False,
24968,249,count,What is the amount of circular residential buildings in the image?,amount-of,building,0,2,0.284514456987381,0.00-0.49,0,RSVQA Specialist v1,False,
24970,249,comp,Are there more residential buildings than parkings?,more-than,building,yes,no,0.7794473767280579,0.75-0.89,n/a,RSVQA Specialist v1,False,
24972,249,comp,Are there more forests than residential buildings?,more-than,forest vs building,yes,no,0.7440264225006104,0.50-0.74,n/a,RSVQA Specialist v1,False,
24978,249,count,What is the amount of rectangular forests in the image?,amount-of,forest,42,6,0.18070948123931885,0.00-0.49,21-50,RSVQA Specialist v1,False,
24981,249,count,What is the amount of large grass areas?,amount-of,grassland,25,40,0.04403887316584587,0.00-0.49,21-50,RSVQA Specialist v1,False,
24983,249,count,How many large residential buildings are there?,how-many,building,1,0,0.6698552966117859,0.50-0.74,1,RSVQA Specialist v1,False,
24987,249,count,What is the number of small water areas?,number-of,water,7,5,0.10239586234092712,0.00-0.49,6-10,RSVQA Specialist v1,False,
24991,249,count,What is the amount of rectangular residential buildings?,amount-of,building,45,50,0.0307315681129694,0.00-0.49,21-50,RSVQA Specialist v1,False,
24992,249,count,How many rectangular buildings are there?,how-many,building,46,50,0.03232204169034958,0.00-0.49,21-50,RSVQA Specialist v1,False,
24993,249,comp,Are there less large forests than roads?,less-than,forest vs road,no,yes,0.823059618473053,0.75-0.89,n/a,RSVQA Specialist v1,False,
24996,249,count,How many medium grass areas are there?,how-many,grassland,10,8,0.09163443744182587,0.00-0.49,6-10,RSVQA Specialist v1,False,
24998,249,count,What is the number of residential buildings at the bottom of a  water area?,number-of,building,33,23,0.03692169114947319,0.00-0.49,21-50,RSVQA Specialist v1,False,
25000,249,comp,Are there more roads than forests?,more-than,road vs forest,no,yes,0.7536047697067261,0.75-0.89,n/a,RSVQA Specialist v1,False,
25001,249,comp,Are there less roads than forests in the image?,less-than,road vs forest,yes,no,0.6346924304962158,0.50-0.74,n/a,RSVQA Specialist v1,False,
25002,249,count,What is the amount of water areas at the bottom of a  forest?,amount-of,water,21,14,0.11052215099334717,0.00-0.49,21-50,RSVQA Specialist v1,False,
25003,249,count,How many large buildings are there?,how-many,building,1,0,0.4160078763961792,0.00-0.49,1,RSVQA Specialist v1,False,
25006,249,count,What is the amount of roads at the top of a  water area?,amount-of,road,40,49,0.03272823244333267,0.00-0.49,21-50,RSVQA Specialist v1,False,
25007,249,presence,Is a rectangular commercial building present?,present,building,no,yes,0.5736007690429688,0.50-0.74,n/a,RSVQA Specialist v1,False,
25010,250,count,What is the number of residential buildings?,number-of,building,1296,201+,0.996503472328186,0.90-1.00,201+,RSVQA Specialist v1,False,
25011,250,count,What is the amount of commercial buildings?,amount-of,building,1,4,0.2614574134349823,0.00-0.49,1,RSVQA Specialist v1,False,
25013,250,count,What is the number of grass areas?,number-of,grassland,312,201+,0.845189094543457,0.75-0.89,201+,RSVQA Specialist v1,False,
25015,250,count,What is the number of buildings?,number-of,building,1298,201+,0.9968992471694946,0.90-1.00,201+,RSVQA Specialist v1,False,
25019,250,count,What is the number of small roads in the image?,number-of,road,333,201+,0.8863427042961121,0.75-0.89,201+,RSVQA Specialist v1,False,
25023,250,count,How many water areas are there?,how-many,water,61,31,0.048270512372255325,0.00-0.49,51-100,RSVQA Specialist v1,False,
25024,250,count,What is the number of roads?,number-of,road,333,201+,0.9185977578163147,0.90-1.00,201+,RSVQA Specialist v1,False,
25030,250,count,What is the amount of square buildings?,amount-of,building,2,0,0.5789480805397034,0.50-0.74,2-5,RSVQA Specialist v1,False,
25033,250,comp,Are there more medium grass areas than roads?,more-than,grassland vs road,no,yes,0.6549129486083984,0.50-0.74,n/a,RSVQA Specialist v1,False,
25036,250,count,How many rectangular water areas are there?,how-many,water,14,9,0.15774387121200562,0.00-0.49,11-20,RSVQA Specialist v1,False,
25037,250,count,What is the amount of forests?,amount-of,forest,19,23,0.06605738401412964,0.00-0.49,11-20,RSVQA Specialist v1,False,
25040,250,count,How many rectangular commercial buildings are there?,how-many,building,1,3,0.18153472244739532,0.00-0.49,1,RSVQA Specialist v1,False,
25042,250,count,How many small residential buildings are there in the image?,how-many,building,1282,201+,0.9966589212417603,0.90-1.00,201+,RSVQA Specialist v1,False,
25047,250,count,What is the number of small commercial buildings?,number-of,building,1,4,0.13933111727237701,0.00-0.49,1,RSVQA Specialist v1,False,
25059,250,count,What is the number of farmlands?,number-of,agriculture,12,27,0.06188970431685448,0.00-0.49,11-20,RSVQA Specialist v1,False,
25061,250,count,What is the amount of circular buildings?,amount-of,building,2,0,0.4716818630695343,0.00-0.49,2-5,RSVQA Specialist v1,False,
25066,250,count,What is the number of water areas on the right of a  large residential building?,number-of,water,0,2,0.1072283536195755,0.00-0.49,0,RSVQA Specialist v1,False,
25070,250,presence,Is a square water area present?,present,water,no,yes,0.7642044425010681,0.75-0.89,n/a,RSVQA Specialist v1,False,
25071,250,count,What is the amount of medium residential buildings?,amount-of,building,14,8,0.2118620127439499,0.00-0.49,11-20,RSVQA Specialist v1,False,
25072,250,count,How many rectangular residential buildings are there?,how-many,building,522,201+,0.9917997717857361,0.90-1.00,201+,RSVQA Specialist v1,False,
25081,250,count,What is the amount of large water areas?,amount-of,water,22,5,0.14624962210655212,0.00-0.49,21-50,RSVQA Specialist v1,False,
25087,250,count,What is the number of water areas on the right of the  commercial building?,number-of,water,6,23,0.06417931616306305,0.00-0.49,6-10,RSVQA Specialist v1,False,
25088,250,count,What is the amount of rectangular grass areas?,amount-of,grassland,19,8,0.0739469826221466,0.00-0.49,11-20,RSVQA Specialist v1,False,
25093,250,count,What is the amount of residential areas?,amount-of,scene,6,4,0.2604675590991974,0.00-0.49,6-10,RSVQA Specialist v1,False,
25100,250,presence,Is there a medium commercial building on the right of a  residential building in the image?,is-there,building,no,yes,0.5974750518798828,0.50-0.74,n/a,RSVQA Specialist v1,False,
25102,250,presence,Is a medium commercial building present?,present,building,no,yes,0.7616575360298157,0.75-0.89,n/a,RSVQA Specialist v1,False,
25104,250,count,What is the number of commercial buildings next to a  water area?,number-of,building,1,6,0.10540566593408585,0.00-0.49,1,RSVQA Specialist v1,False,
25105,250,count,What is the amount of cemeterys?,amount-of,scene,2,1,0.5397159457206726,0.50-0.74,2-5,RSVQA Specialist v1,False,
25106,250,comp,Are there less water areas than farmlands?,less-than,water vs agriculture,no,yes,0.7646602988243103,0.75-0.89,n/a,RSVQA Specialist v1,False,
25110,251,count,What is the number of roads?,number-of,road,47,48,0.060535941272974014,0.00-0.49,21-50,RSVQA Specialist v1,False,
25112,251,count,What is the number of meadows?,number-of,scene,45,10,0.06478626281023026,0.00-0.49,21-50,RSVQA Specialist v1,False,
25114,251,count,What is the number of rectangular residential buildings?,number-of,building,196,201+,0.8032550811767578,0.75-0.89,101-200,RSVQA Specialist v1,False,
25116,251,count,How many pitchs are there?,how-many,scene,3,1,0.38893771171569824,0.00-0.49,2-5,RSVQA Specialist v1,False,
25117,251,count,How many grass areas are there?,how-many,grassland,90,201+,0.3202131688594818,0.00-0.49,51-100,RSVQA Specialist v1,False,
25120,251,count,How many water areas are there?,how-many,water,27,47,0.07300634682178497,0.00-0.49,21-50,RSVQA Specialist v1,False,
25123,251,count,What is the amount of residential buildings at the top of a  forest?,amount-of,building,315,201+,0.8471307158470154,0.75-0.89,201+,RSVQA Specialist v1,False,
25126,251,count,What is the amount of residential buildings?,amount-of,building,315,201+,0.983881950378418,0.90-1.00,201+,RSVQA Specialist v1,False,
25128,251,count,How many circular residential buildings are there in the image?,how-many,building,3,0,0.6576796770095825,0.50-0.74,2-5,RSVQA Specialist v1,False,
25131,251,count,What is the amount of commercial buildings?,amount-of,building,8,4,0.2569091320037842,0.00-0.49,6-10,RSVQA Specialist v1,False,
25132,251,count,What is the number of buildings?,number-of,building,336,201+,0.9347956776618958,0.90-1.00,201+,RSVQA Specialist v1,False,
25133,251,count,How many farmlands are there in the image?,how-many,agriculture,34,44,0.04724029451608658,0.00-0.49,21-50,RSVQA Specialist v1,False,
25151,251,count,What is the amount of large grass areas?,amount-of,grassland,78,201+,0.12614746391773224,0.00-0.49,51-100,RSVQA Specialist v1,False,
25154,251,count,What is the number of forests?,number-of,forest,14,40,0.06945012509822845,0.00-0.49,11-20,RSVQA Specialist v1,False,
25162,251,count,What is the amount of rectangular commercial buildings?,amount-of,building,4,0,0.309846967458725,0.00-0.49,2-5,RSVQA Specialist v1,False,
25164,251,count,How many small roads are there?,how-many,road,47,48,0.09984489530324936,0.00-0.49,21-50,RSVQA Specialist v1,False,
25165,251,count,What is the amount of rectangular buildings?,amount-of,building,207,201+,0.8031437397003174,0.75-0.89,201+,RSVQA Specialist v1,False,
25168,251,comp,Are there more medium farmlands than roads?,more-than,agriculture vs road,no,yes,0.6913247108459473,0.50-0.74,n/a,RSVQA Specialist v1,False,
25175,251,count,What is the number of medium water areas?,number-of,water,4,2,0.14154769480228424,0.00-0.49,2-5,RSVQA Specialist v1,False,
25176,251,presence,Is a large residential building present?,present,building,yes,no,0.8435544371604919,0.75-0.89,n/a,RSVQA Specialist v1,False,
25181,251,count,What is the number of roads on the right of a  meadow?,number-of,road,40,47,0.07429900765419006,0.00-0.49,21-50,RSVQA Specialist v1,False,
25182,251,presence,Is there a medium commercial building?,is-there,building,yes,no,0.5027362704277039,0.50-0.74,n/a,RSVQA Specialist v1,False,
25189,251,comp,Are there more forests than water areas?,more-than,forest vs water,no,yes,0.8218024969100952,0.75-0.89,n/a,RSVQA Specialist v1,False,
25192,251,count,How many medium commercial buildings are there?,how-many,building,2,0,0.6955097913742065,0.50-0.74,2-5,RSVQA Specialist v1,False,
25197,251,presence,Is there a circular building?,is-there,building,yes,no,0.6456236243247986,0.50-0.74,n/a,RSVQA Specialist v1,False,
25200,251,count,What is the amount of rectangular water areas?,amount-of,water,7,4,0.14552748203277588,0.00-0.49,6-10,RSVQA Specialist v1,False,
25204,251,count,What is the number of medium residential buildings?,number-of,building,4,8,0.1569717675447464,0.00-0.49,2-5,RSVQA Specialist v1,False,
25205,251,count,What is the number of small water areas?,number-of,water,8,15,0.045255180448293686,0.00-0.49,6-10,RSVQA Specialist v1,False,
25206,251,count,What is the number of medium buildings?,number-of,building,10,8,0.10392523556947708,0.00-0.49,6-10,RSVQA Specialist v1,False,
25211,252,count,What is the amount of commercial buildings?,amount-of,building,6,4,0.17424532771110535,0.00-0.49,6-10,RSVQA Specialist v1,False,
25213,252,count,What is the number of rectangular residential buildings?,number-of,building,162,201+,0.8262166976928711,0.75-0.89,101-200,RSVQA Specialist v1,False,
25216,252,count,What is the amount of medium water areas?,amount-of,water,8,4,0.1564217209815979,0.00-0.49,6-10,RSVQA Specialist v1,False,
25217,252,count,What is the amount of grass areas?,amount-of,grassland,251,201+,0.4628410339355469,0.00-0.49,201+,RSVQA Specialist v1,False,
25219,252,count,What is the amount of roads?,amount-of,road,59,106,0.09398730844259262,0.00-0.49,51-100,RSVQA Specialist v1,False,
25223,252,count,What is the amount of buildings?,amount-of,building,308,201+,0.985945999622345,0.90-1.00,201+,RSVQA Specialist v1,False,
25227,252,count,What is the number of residential buildings?,number-of,building,297,201+,0.9665823578834534,0.90-1.00,201+,RSVQA Specialist v1,False,
25229,252,count,How many water areas are there?,how-many,water,26,10,0.06840039789676666,0.00-0.49,21-50,RSVQA Specialist v1,False,
25232,252,count,How many rectangular commercial buildings are there?,how-many,building,4,1,0.22506751120090485,0.00-0.49,2-5,RSVQA Specialist v1,False,
25233,252,count,How many rectangular grass areas at the top of a  small commercial building are there?,how-many,grassland,10,3,0.12967795133590698,0.00-0.49,6-10,RSVQA Specialist v1,False,
25238,252,count,What is the number of square buildings?,number-of,building,8,3,0.23081623017787933,0.00-0.49,6-10,RSVQA Specialist v1,False,
25240,252,count,How many farmlands are there?,how-many,agriculture,18,47,0.0582985021173954,0.00-0.49,11-20,RSVQA Specialist v1,False,
25248,252,count,How many forests are there?,how-many,forest,13,23,0.05670129880309105,0.00-0.49,11-20,RSVQA Specialist v1,False,
25254,252,count,What is the number of medium grass areas?,number-of,grassland,23,8,0.11165756732225418,0.00-0.49,21-50,RSVQA Specialist v1,False,
25261,252,count,How many circular residential buildings are there?,how-many,building,8,1,0.22291776537895203,0.00-0.49,6-10,RSVQA Specialist v1,False,
25278,252,count,What is the number of small water areas?,number-of,water,13,6,0.1106368750333786,0.00-0.49,11-20,RSVQA Specialist v1,False,
25280,252,count,What is the amount of small commercial buildings?,amount-of,building,6,3,0.3046235144138336,0.00-0.49,6-10,RSVQA Specialist v1,False,
25286,252,count,What is the number of rectangular grass areas?,number-of,grassland,10,8,0.15597642958164215,0.00-0.49,6-10,RSVQA Specialist v1,False,
25292,252,count,How many large grass areas are there in the image?,how-many,grassland,215,201+,0.5258504152297974,0.50-0.74,201+,RSVQA Specialist v1,False,
25293,252,count,How many water areas on the left of a  residential building are there?,how-many,water,23,10,0.1724451780319214,0.00-0.49,21-50,RSVQA Specialist v1,False,
25300,252,count,What is the number of roads at the bottom of a  commercial building?,number-of,road,40,39,0.02471913956105709,0.00-0.49,21-50,RSVQA Specialist v1,False,
25303,252,count,How many medium residential buildings are there in the image?,how-many,building,11,4,0.2204345315694809,0.00-0.49,11-20,RSVQA Specialist v1,False,
25311,253,count,How many buildings are there?,how-many,building,1025,201+,0.9967940449714661,0.90-1.00,201+,RSVQA Specialist v1,False,
25313,253,count,How many water areas are there?,how-many,water,13,31,0.05999237298965454,0.00-0.49,11-20,RSVQA Specialist v1,False,
25315,253,count,How many roads are there?,how-many,road,77,201+,0.12117462605237961,0.00-0.49,51-100,RSVQA Specialist v1,False,
25318,253,count,What is the amount of farmlands?,amount-of,agriculture,45,41,0.04926319792866707,0.00-0.49,21-50,RSVQA Specialist v1,False,
25322,253,count,How many commercial buildings are there?,how-many,building,10,6,0.14274826645851135,0.00-0.49,6-10,RSVQA Specialist v1,False,
25327,253,count,What is the amount of residential buildings?,amount-of,building,1007,201+,0.9973998069763184,0.90-1.00,201+,RSVQA Specialist v1,False,
25328,253,count,What is the number of grass areas?,number-of,grassland,329,201+,0.9494245052337646,0.90-1.00,201+,RSVQA Specialist v1,False,
25330,253,count,How many small roads are there?,how-many,road,77,201+,0.11406664550304413,0.00-0.49,51-100,RSVQA Specialist v1,False,
25346,253,presence,Is there a square grass area?,is-there,grassland,yes,no,0.7851101756095886,0.75-0.89,n/a,RSVQA Specialist v1,False,
25349,253,presence,Is a square commercial building present?,present,building,yes,no,0.9838601350784302,0.90-1.00,n/a,RSVQA Specialist v1,False,
25350,253,count,What is the number of forests?,number-of,forest,36,23,0.05425702780485153,0.00-0.49,21-50,RSVQA Specialist v1,False,
25351,253,count,What is the amount of medium water areas?,amount-of,water,4,8,0.16419416666030884,0.00-0.49,2-5,RSVQA Specialist v1,False,
25354,253,presence,Is there a circular grass area?,is-there,grassland,yes,no,0.7615242004394531,0.75-0.89,n/a,RSVQA Specialist v1,False,
25356,253,count,What is the amount of square water areas?,amount-of,water,0,1,0.3002628982067108,0.00-0.49,0,RSVQA Specialist v1,False,
25359,253,count,What is the amount of roads at the bottom of a  water area?,amount-of,road,74,201+,0.1167493537068367,0.00-0.49,51-100,RSVQA Specialist v1,False,
25373,253,count,What is the number of rectangular commercial buildings?,number-of,building,4,3,0.18746906518936157,0.00-0.49,2-5,RSVQA Specialist v1,False,
25376,253,count,What is the amount of circular water areas?,amount-of,water,0,1,0.34250974655151367,0.00-0.49,0,RSVQA Specialist v1,False,
25381,253,count,How many large water areas are there?,how-many,water,4,6,0.1807117611169815,0.00-0.49,2-5,RSVQA Specialist v1,False,
25384,253,count,What is the number of roads next to a  water area?,number-of,road,77,201+,0.10541106015443802,0.00-0.49,51-100,RSVQA Specialist v1,False,
25385,253,count,What is the number of small buildings?,number-of,building,1011,201+,0.9955446124076843,0.90-1.00,201+,RSVQA Specialist v1,False,
25388,253,count,What is the amount of small commercial buildings?,amount-of,building,8,6,0.0774865448474884,0.00-0.49,6-10,RSVQA Specialist v1,False,
25398,253,count,How many small grass areas are there?,how-many,grassland,16,17,0.07502145320177078,0.00-0.49,11-20,RSVQA Specialist v1,False,
25406,253,count,What is the number of circular grass areas?,number-of,grassland,1,0,0.7430243492126465,0.50-0.74,1,RSVQA Specialist v1,False,
25409,254,count,What is the amount of roads?,amount-of,road,17,201+,0.20134763419628143,0.00-0.49,11-20,RSVQA Specialist v1,False,
25410,254,count,What is the number of water areas?,number-of,water,4,5,0.12645190954208374,0.00-0.49,2-5,RSVQA Specialist v1,False,
25411,254,count,How many forests are there?,how-many,forest,73,201+,0.2922288775444031,0.00-0.49,51-100,RSVQA Specialist v1,False,
25417,254,count,What is the number of rectangular water areas?,number-of,water,2,1,0.27814123034477234,0.00-0.49,2-5,RSVQA Specialist v1,False,
25418,254,count,What is the amount of grass areas?,amount-of,grassland,10,49,0.05315694212913513,0.00-0.49,6-10,RSVQA Specialist v1,False,
25423,254,count,What is the number of rectangular forests?,number-of,forest,3,11,0.1501053273677826,0.00-0.49,2-5,RSVQA Specialist v1,False,
25426,254,count,What is the amount of heaths?,amount-of,scene,7,9,0.21295170485973358,0.00-0.49,6-10,RSVQA Specialist v1,False,
25434,254,comp,Are there less roads than forests?,less-than,road vs forest,yes,no,0.8326115608215332,0.75-0.89,n/a,RSVQA Specialist v1,False,
25438,254,count,What is the number of water areas at the bottom of a  road?,number-of,water,4,5,0.11525460332632065,0.00-0.49,2-5,RSVQA Specialist v1,False,
25441,254,count,What is the number of small roads?,number-of,road,17,193,0.06791435927152634,0.00-0.49,11-20,RSVQA Specialist v1,False,
25446,254,comp,Are there more forests than roads?,more-than,forest vs road,yes,no,0.642255425453186,0.50-0.74,n/a,RSVQA Specialist v1,False,
25448,254,count,What is the amount of roads on the left of a  water area?,amount-of,road,10,193,0.032581429928541183,0.00-0.49,6-10,RSVQA Specialist v1,False,
25451,254,comp,Are there less small water areas than heaths?,less-than,water,yes,no,0.8776146173477173,0.75-0.89,n/a,RSVQA Specialist v1,False,
25454,254,comp,Are there less forests than roads?,less-than,forest vs road,no,yes,0.593311071395874,0.50-0.74,n/a,RSVQA Specialist v1,False,
25456,254,count,How many small forests are there?,how-many,forest,9,11,0.049193788319826126,0.00-0.49,6-10,RSVQA Specialist v1,False,
25457,254,count,How many large forests are there?,how-many,forest,55,116,0.06598231941461563,0.00-0.49,51-100,RSVQA Specialist v1,False,
25461,254,comp,Are there more heaths than water areas?,more-than,water,yes,no,0.8588033318519592,0.75-0.89,n/a,RSVQA Specialist v1,False,
25463,254,count,How many forests on the left of a  road are there in the image?,how-many,forest,73,201+,0.05404876172542572,0.00-0.49,51-100,RSVQA Specialist v1,False,
25475,254,comp,Are there less circular roads than forests?,less-than,road vs forest,yes,no,0.8061650991439819,0.75-0.89,n/a,RSVQA Specialist v1,False,
25476,254,count,How many medium water areas are there?,how-many,water,0,1,0.3739549219608307,0.00-0.49,0,RSVQA Specialist v1,False,
25477,254,comp,Are there more roads than forests?,more-than,road vs forest,no,yes,0.7327384948730469,0.50-0.74,n/a,RSVQA Specialist v1,False,
25478,254,comp,Are there less square water areas than rectangular roads?,less-than,water vs road,no,yes,0.8389613032341003,0.75-0.89,n/a,RSVQA Specialist v1,False,
25481,254,count,How many scrubs are there in the image?,how-many,scrub,1,5,0.1794111132621765,0.00-0.49,1,RSVQA Specialist v1,False,
25482,254,presence,Is there a medium water area?,is-there,water,no,yes,0.5585958361625671,0.50-0.74,n/a,RSVQA Specialist v1,False,
25483,254,presence,Is there a large water area in the image?,is-there,water,no,yes,0.5366597771644592,0.50-0.74,n/a,RSVQA Specialist v1,False,
25484,254,count,How many small heaths are there in the image?,how-many,scene,0,9,0.19436222314834595,0.00-0.49,0,RSVQA Specialist v1,False,
25487,254,count,What is the number of square water areas?,number-of,water,2,1,0.5051462054252625,0.50-0.74,2-5,RSVQA Specialist v1,False,
25493,254,count,What is the number of small water areas?,number-of,water,4,3,0.15360650420188904,0.00-0.49,2-5,RSVQA Specialist v1,False,
25499,254,presence,Is a small grass area present?,present,grassland,no,yes,0.956416666507721,0.90-1.00,n/a,RSVQA Specialist v1,False,
25506,254,comp,Are there less forests on the left of a  road than roads?,less-than,forest vs road,no,yes,0.8033721446990967,0.75-0.89,n/a,RSVQA Specialist v1,False,
25510,255,count,What is the amount of water areas?,amount-of,water,21,15,0.10385270416736603,0.00-0.49,21-50,RSVQA Specialist v1,False,
25511,255,count,How many roads are there?,how-many,road,233,116,0.1357606202363968,0.00-0.49,201+,RSVQA Specialist v1,False,
25512,255,count,How many residential buildings are there?,how-many,building,141,201+,0.5761299133300781,0.50-0.74,101-200,RSVQA Specialist v1,False,
25513,255,presence,Is there a circular water area in the image?,is-there,water,no,yes,0.8169409036636353,0.75-0.89,n/a,RSVQA Specialist v1,False,
25516,255,count,What is the amount of commercial buildings?,amount-of,building,1,3,0.1135522723197937,0.00-0.49,1,RSVQA Specialist v1,False,
25519,255,count,What is the number of buildings?,number-of,building,144,201+,0.8134861588478088,0.75-0.89,101-200,RSVQA Specialist v1,False,
25522,255,count,What is the amount of grass areas?,amount-of,grassland,124,35,0.04816070571541786,0.00-0.49,101-200,RSVQA Specialist v1,False,
25523,255,count,What is the amount of forests?,amount-of,forest,64,14,0.09218264371156693,0.00-0.49,51-100,RSVQA Specialist v1,False,
25526,255,count,What is the amount of circular water areas?,amount-of,water,0,1,0.43899354338645935,0.00-0.49,0,RSVQA Specialist v1,False,
